0.00000000E+00	-3.25000000E-01
2.77777780E-03	-2.73038480E-01
5.55555560E-03	-2.68038480E-01
8.33333330E-03	-3.20000000E-01
1.11111110E-02	-3.91961520E-01
1.38888890E-02	-3.96961520E-01
1.66666670E-02	-3.40000000E-01
1.94444440E-02	-2.63038480E-01
2.22222220E-02	-2.58038480E-01
2.50000000E-02	-3.15000000E-01
2.77777780E-02	-3.91961520E-01
3.05555560E-02	-4.06961520E-01
3.33333330E-02	-3.55000000E-01
3.61111110E-02	-2.83038480E-01
3.88888890E-02	-2.73038480E-01
4.16666670E-02	-3.05000000E-01
4.44444440E-02	-3.56961520E-01
4.72222220E-02	-3.86961520E-01
5.00000000E-02	-3.50000000E-01
5.27777780E-02	-3.18038480E-01
5.55555560E-02	-3.13038480E-01
5.83333330E-02	-3.50000000E-01
6.11111110E-02	-4.06961520E-01
6.38888890E-02	-4.16961520E-01
6.66666670E-02	-3.80000000E-01
6.94444440E-02	-3.18038480E-01
7.22222220E-02	-3.03038480E-01
7.50000000E-02	-3.25000000E-01
7.77777780E-02	-3.71961520E-01
8.05555560E-02	-3.71961520E-01
8.33333330E-02	-3.45000000E-01
8.61111110E-02	-3.13038480E-01
8.88888890E-02	-3.23038480E-01
9.16666670E-02	-3.60000000E-01
9.44444440E-02	-4.01961520E-01
9.72222220E-02	-4.01961520E-01
1.00000000E-01	-3.70000000E-01
1.02777780E-01	-3.13038480E-01
1.05555560E-01	-3.13038480E-01
1.08333330E-01	-3.50000000E-01
1.11111110E-01	-3.96961520E-01
1.13888890E-01	-4.16961520E-01
1.16666670E-01	-3.85000000E-01
1.19444440E-01	-3.33038480E-01
1.22222220E-01	-3.18038480E-01
1.25000000E-01	-3.50000000E-01
1.27777780E-01	-4.26961520E-01
1.30555560E-01	-4.41961520E-01
1.33333330E-01	-3.85000000E-01
1.36111110E-01	-3.38038480E-01
1.38888890E-01	-3.28038480E-01
1.41666670E-01	-4.05000000E-01
1.44444440E-01	-4.66961520E-01
1.47222220E-01	-4.76961520E-01
1.50000000E-01	-3.85000000E-01
1.52777780E-01	-3.03038480E-01
1.55555560E-01	-2.93038480E-01
1.58333330E-01	-3.60000000E-01
1.61111110E-01	-4.21961520E-01
1.63888890E-01	-4.41961520E-01
1.66666670E-01	-3.95000000E-01
1.69444440E-01	-3.23038480E-01
1.72222220E-01	-3.08038480E-01
1.75000000E-01	-3.55000000E-01
1.77777780E-01	-4.06961520E-01
1.80555560E-01	-4.01961520E-01
1.83333330E-01	-3.60000000E-01
1.86111110E-01	-3.13038480E-01
1.88888890E-01	-2.98038480E-01
1.91666670E-01	-3.25000000E-01
1.94444440E-01	-3.46961520E-01
1.97222220E-01	-3.56961520E-01
2.00000000E-01	-3.35000000E-01
2.02777780E-01	-2.98038480E-01
2.05555560E-01	-2.93038480E-01
2.08333330E-01	-3.20000000E-01
2.11111110E-01	-3.51961520E-01
2.13888890E-01	-3.36961520E-01
2.16666670E-01	-2.85000000E-01
2.19444440E-01	-2.38038480E-01
2.22222220E-01	-2.28038480E-01
2.25000000E-01	-2.30000000E-01
2.27777780E-01	-2.81961520E-01
2.30555560E-01	-2.96961520E-01
2.33333330E-01	-2.60000000E-01
2.36111110E-01	-2.18038480E-01
2.38888890E-01	-2.03038480E-01
2.41666670E-01	-2.60000000E-01
2.44444440E-01	-2.96961520E-01
2.47222220E-01	-3.21961520E-01
2.50000000E-01	-2.65000000E-01
2.52777780E-01	-2.18038480E-01
2.55555560E-01	-1.98038480E-01
2.58333330E-01	-2.20000000E-01
2.61111110E-01	-2.66961520E-01
2.63888890E-01	-3.01961520E-01
2.66666670E-01	-2.80000000E-01
2.69444440E-01	-2.63038480E-01
2.72222220E-01	-2.78038480E-01
2.75000000E-01	-3.30000000E-01
2.77777780E-01	-4.01961520E-01
2.80555560E-01	-3.96961520E-01
2.83333330E-01	-3.75000000E-01
2.86111110E-01	-3.33038480E-01
2.88888890E-01	-3.28038480E-01
2.91666670E-01	-3.50000000E-01
2.94444440E-01	-3.91961520E-01
2.97222220E-01	-3.86961520E-01
3.00000000E-01	-3.40000000E-01
